Spotify ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6SSSGEgfuqTP75xaNOwsTo,"Here We Go (Uh Oh)","Here We Go (Uh Oh)","Coco Jones",2024-05-03,216507,65,dkim3530,2024-09-25T19:56:38Z,"pop r&b","High Standardz/Def Jam",0.401,0.749,3,-2.341,0,0.17,0.322,0.000161,0.117,0.474,177.165,3
6bAhP5wDZy04YjQ1NTcyO5,"Baddest In The Room","Baddest In The Room","Fridayy",2024-06-21,158338,66,dkim3530,2024-09-25T19:56:38Z,"","FRIDAYY PS/ Def Jam",0.432,0.546,7,-6.29,0,0.151,0.519,0.00000696,0.138,0.757,193.539,4
3OgdnA3LYpJ6vxrfk6X3p4,"Alright","JAGUAR II","Victoria Monét",2023-08-25,173913,67,dkim3530,2024-09-25T19:56:38Z,"alternative r&b,r&b","Lovett Music/RCA Records",0.788,0.528,11,-6.688,1,0.0729,0.279,0.00257,0.103,0.464,107.941,4
11bJ1ws3dathgY9uzADUhL,"In The Night (feat. Jorja Smith & Amaarae)","Bando Stone and The New World","Childish Gambino,Jorja Smith,Amaarae",2024-07-19,229999,69,dkim3530,2024-09-25T19:56:38Z,"atl hip hop,hip hop,rap,r&b,uk contemporary r&b,afro r&b,afrobeats,alternative r&b,ghanaian alternative,ghanaian pop","Wolf+Rothstein/RCA Records",0.69,0.59,5,-9.624,1,0.093,0.0468,0.173,0.158,0.356,96.098,4
4ykLInGVHdWGU5Gni1WY61,"Control","The Year I Turned 21","Ayra Starr",2024-05-30,153912,53,dkim3530,2024-09-25T19:56:38Z,"afrobeats","Mavin Global Holdings Ltd.",0.8,0.793,7,-5.066,0,0.101,0.242,0.00000351,0.852,0.635,102.053,4
1eDI5oU04SLsXl0TfxfwYf,"Love Me JeJe","Born in the Wild","Tems",2024-06-06,178041,74,dkim3530,2024-09-25T19:56:38Z,"afro r&b,afrobeats,alte,nigerian pop","RCA Records/Since 93'",0.834,0.516,8,-10.871,0,0.138,0.156,0.53,0.109,0.531,103.955,4
7tWfPoTJQu7QzbQmy3omtL,"Favorite (feat. Anderson .Paak)","Trouble In Paradise","Chlöe,Anderson .Paak",2024-08-09,152768,58,dkim3530,2024-09-25T19:56:38Z,"contemporary r&b,escape room,hip hop,indie soul,neo soul","Parkwood Entertainment/Columbia",0.686,0.953,7,-2.903,1,0.0497,0.181,0,0.381,0.843,108.004,4
6dfCnnBrqYANJSU3tpG5pI,"To The Moon","I'll Always Come Find You","Blxst",2024-07-19,163695,53,dkim3530,2024-09-25T19:56:38Z,"pop rap,westcoast flow","Red Bull Records Inc/Evgle LLC",0.653,0.5,6,-9.81,0,0.241,0.474,0.0000166,0.357,0.686,141.573,4
6mSLCix3O4P8KhXNNQYVAg,"LOVE ME OR LOVE ME NOT","Drugs n' Lullabies","Isaiah Falls",2024-07-12,154315,55,dkim3530,2024-09-25T19:56:38Z,"","LVRS ONLY",0.666,0.634,9,-9.019,0,0.0929,0.512,0.00246,0.248,0.355,91.018,4
1zhMHgotgZXkLCXpqNRnPK,"N o C h i l l","PARTYNEXTDOOR 4 (P4)","PARTYNEXTDOOR",2024-04-26,265373,79,dkim3530,2024-09-25T19:56:38Z,"r&b,rap,urban contemporary","OVO Sound",0.575,0.411,2,-9.022,1,0.0619,0.509,0.00321,0.0884,0.062,81.755,4
29sbEEB0w4aAY3FofzzEjy,"GLOCK","HARDSTONE PSYCHO","Don Toliver",2024-06-14,228560,66,dkim3530,2024-09-25T19:56:38Z,"rap","Cactus Jack / Atlantic",0.61,0.619,4,-6.928,1,0.0613,0.0997,0,0.444,0.277,76.006,4
0FK76UEefHKQ78AXEWJY31,"All Yours","DOPAMINE","Normani",2024-06-14,208833,60,dkim3530,2024-09-25T19:56:38Z,"pop,r&b","RCA Records Label",0.634,0.535,4,-5.93,0,0.0292,0.0206,0.0000362,0.155,0.218,135.999,4
6NjWCIYu1W8xa3HIvcIhd4,"Nasty","Nasty","Tinashe",2024-04-12,176027,80,dkim3530,2024-09-25T19:56:38Z,"alternative r&b,dance pop,metropopolis,pop,r&b","Tinashe Music Inc., under exclusive license to Nice Life Recording Company",0.931,0.411,8,-8.433,1,0.0711,0.165,0.00000526,0.134,0.515,100.002,4
5AJ9hqTS2wcFQCELCFRO7A,"MILLION DOLLAR BABY","MILLION DOLLAR BABY","Tommy Richman",2024-04-26,155151,92,dkim3530,2024-09-25T19:56:38Z,"chill abstract hip hop","PULSE Records",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
40ds3xedbMkWhszkGnZwxi,"ART","TYLA","Tyla",2024-03-22,148517,74,dkim3530,2024-09-25T19:56:38Z,"","FAX Records/Epic",0.716,0.587,1,-5.52,1,0.0554,0.0853,0.000018,0.108,0.714,116.228,4
59he0LDDckppVmd2NpHWBp,"Songs About U","Winter's Diary 5","Tink,Summer Walker",2024-07-12,194618,49,dkim3530,2024-09-25T19:56:38Z,"chicago rap,drill,trap queen,r&b,rap","Winter's Diary / WD Records / EMPIRE",0.653,0.475,7,-6.554,1,0.126,0.393,0.0000543,0.0978,0.275,120.07,4
677qOFSBpe68eqAbKu9ggT,"Think Different","Algorithm","Lucky Daye",2024-06-28,247526,51,dkim3530,2024-09-25T19:56:38Z,"alternative r&b,r&b","Keep Cool/RCA Records",0.696,0.632,1,-8.613,1,0.096,0.0442,0.0000295,0.465,0.562,119.906,4
4nncvBrXyuKNg5jfBnJ1dR,"1:59 (feat. Gunna)","1:59 (feat. Gunna)","Normani,Gunna",2024-04-26,192089,56,dkim3530,2024-09-25T19:56:38Z,"pop,r&b,atl hip hop,melodic rap,rap,trap","RCA Records Label",0.531,0.581,8,-6.429,0,0.226,0.312,0,0.111,0.697,86.219,5
2zrR38kgXUVkMDaaIYqZ3t,"Sweep It Up","Sweep It Up","Coco Jones",2024-08-16,197958,55,dkim3530,2024-09-25T19:56:38Z,"pop r&b","High Standardz/Def Jam",0.508,0.689,1,-3.265,0,0.0764,0.137,0,0.18,0.528,79.907,4
1PxKsGzQcmiwDHvA9ig5gv,"Witchy (feat. Childish Gambino)","TIMELESS","KAYTRANADA,Childish Gambino",2024-06-07,227000,68,dkim3530,2024-09-25T19:56:38Z,"alternative r&b,escape room,indie soul,lgbtq+ hip hop,atl hip hop,hip hop,rap","KAYTRANADA/RCA Records",0.592,0.619,5,-8.183,1,0.137,0.00125,0.000918,0.119,0.319,109.924,4
2x03XLsTZ0o86h0cfHrkKF,"After Hours","After Hours","Kehlani",2024-04-04,202414,72,dkim3530,2024-09-25T19:56:38Z,"pop,r&b,rap","Atlantic Records",0.729,0.777,1,-3.991,1,0.0431,0.069,0.00162,0.112,0.744,121.016,4
4iZ4pt7kvcaH6Yo8UoZ4s2,"Snooze","SOS","SZA",2022-12-09,201800,85,dkim3530,2024-09-25T19:56:38Z,"pop,r&b,rap","Top Dawg Entertainment/RCA Records",0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,4
1kJK2dkXbMw8yOMFEuJUm7,"FromHere (feat. Snoop Dogg & October London)","FromHere (feat. Snoop Dogg & October London)","NxWorries,Anderson .Paak,Knxwledge,Snoop Dogg,October London",2024-05-14,241511,52,dkim3530,2024-09-25T19:56:38Z,"alternative r&b,indie soul,escape room,hip hop,neo soul,abstract beats,alternative hip hop,instrumental hip hop,wonky,g funk,gangster rap,pop rap,rap,west coast rap,neo r&b","Stones Throw Records",0.374,0.517,5,-12.515,1,0.143,0.288,0.00758,0.14,0.479,170.362,3
7mGIEdzSzlTYjPtiDsXbVM,"Someday","Marking My Time","Elmiene",2023-10-20,161529,50,dkim3530,2024-09-25T19:56:38Z,"indie r&b","Polydor Records",0.737,0.554,7,-6.921,1,0.0386,0.384,0.0000808,0.363,0.514,132.891,4
3VQ5lMMpas43wu1xIQuu0s,"SAME MISTAKE","SAME MISTAKE","DESTIN CONRAD,Alex Isley",2024-01-12,178909,50,dkim3530,2024-09-25T19:56:38Z,"alternative r&b","Above Ground Entertainment",0.654,0.367,7,-10.471,0,0.104,0.394,0.00000206,0.162,0.191,109.708,4
1bjeWoagtHmUKputLVyDxQ,"Saturn","Saturn","SZA",2024-02-22,186191,88,dkim3530,2024-09-25T19:56:38Z,"pop,r&b,rap","Top Dawg Entertainment/RCA Records",0.411,0.619,1,-6.834,1,0.0368,0.62,0,0.11,0.337,177.937,4
7tr8SXmP9j0uVqUU0qoapb,"Attention","Bryson Tiller","Bryson Tiller",2024-04-05,216043,67,dkim3530,2024-09-25T19:56:38Z,"kentucky hip hop,r&b,rap","TrapSoul/RCA Records",0.568,0.731,3,-5.482,0,0.0576,0.0735,0.0000228,0.0967,0.496,130.497,4
1A1ifX8sWzelNpkL5PxcHT,"Last Heartbreak Song (feat. Giveon)","The Year I Turned 21","Ayra Starr,Giveon",2024-05-30,149677,74,dkim3530,2024-09-25T19:56:38Z,"afrobeats,r&b","Mavin Global Holdings Ltd.",0.685,0.624,0,-5.101,1,0.235,0.318,0,0.107,0.618,89.972,4
3rwIujhqyCP3v4mXI7eWN3,"guidance","guidance","Jhené Aiko",2024-07-30,215198,63,dkim3530,2024-09-25T19:56:38Z,"r&b","Def Jam Recordings",0.489,0.479,10,-8.235,1,0.06,0.717,0.0000339,0.108,0.199,98.942,4
0J9uaeOd7GZi9MTybtqAD4,"Self","Heaven","Cleo Sol",2023-09-15,199615,66,dkim3530,2024-09-25T19:56:38Z,"alternative r&b,uk contemporary r&b,uk funky","Forever Living Originals",0.725,0.417,1,-10.635,0,0.0976,0.445,0.79,0.0834,0.975,151.947,4
1zV2mbt3vg6yVr6Sb1PFjz,"roll da dice","roll da dice","4batz,Lil Baby",2024-09-20,190948,67,dkim3530,2024-09-25T19:57:47Z,"atl hip hop,atl trap,rap,trap","4batz",0.72,0.486,9,-13.581,0,0.115,0.519,0.0000219,0.0877,0.371,145.333,4
5bYCfnU4JbAANFkxpbAbhR,"WHITNEY","WHITNEY","Tommy Richman",2024-09-20,164021,60,dkim3530,2024-09-25T19:57:47Z,"chill abstract hip hop","PULSE Records",0.742,0.614,9,-4.579,1,0.0701,0.0112,0.0000169,0.0752,0.496,117.002,4
48R6SMKqCQvrhe0KwDu68u,"These Days","These Days","Orion Sun",2024-09-16,194800,51,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,bedroom pop","Mom+Pop",0.503,0.356,2,-10.492,1,0.0343,0.88,0,0.106,0.456,89.527,4
1y5n54EBmBwDyjnOk9bzzB,"Jealousy","Jealousy","Jordan Ward,Joony",2024-09-20,191940,51,dkim3530,2024-09-25T19:57:47Z,"indie hip hop,indie r&b","ARTium Recordings, LLC/Interscope Records",0.742,0.477,1,-9.561,0,0.222,0.781,0.0087,0.106,0.748,149.926,4
3idcqABwcfdvgBEdbG0ebq,"PIANO","KATIGORI/PIANO","Oxlade",2023-11-17,167547,40,dkim3530,2024-09-25T19:57:47Z,"afrobeats,nigerian pop","Troniq Inc",0.769,0.698,4,-6.549,0,0.102,0.215,0.00095,0.14,0.648,106.077,4
02NjZRiplUsrBgoa3shbKE,"LIMERENCE","LIMERENCE","Chase Shakur",2024-09-20,146735,40,dkim3530,2024-09-25T19:57:47Z,"","Def Jam Recordings",0.757,0.767,7,-4.993,1,0.0488,0.114,0.0000488,0.159,0.488,144.075,4
2cJm8zLr43lJsNR5AulsZJ,"BACK IN OFFICE","Nigerian Boyfriend","Odunsi (The Engine)",2024-09-18,147955,44,dkim3530,2024-09-25T19:57:47Z,"afrobeats,alte,nigerian pop","EQT Recordings",0.788,0.802,8,-4.975,0,0.0733,0.004,0.405,0.0801,0.789,103.002,4
27UB48yRwGTsPsswfAbgN1,"Mine","Mine","AUDREY NUNA",2024-09-20,170720,48,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,modern indie pop","Arista Records",0.722,0.5,1,-9.298,0,0.0498,0.286,0.0326,0.3,0.227,140.078,4
4c1z8cUi0nSLD6LTcbNZYn,"Malibu","Malibu","I'MIN",2024-09-18,190129,35,dkim3530,2024-09-25T19:57:47Z,"bedroom r&b","Epidemic Sound",0.594,0.632,5,-5.59,0,0.136,0.554,0.00000899,0.169,0.353,153.996,4
2QfrO9c4zcB4MQbCmnY1YF,"Into Sands","Into Sands","Ley Soul",2024-09-18,241739,42,dkim3530,2024-09-25T19:57:47Z,"","Ley Soul",0.539,0.797,2,-9.079,0,0.0343,0.224,0.937,0.365,0.536,138.016,4
5ctfg8YxHUYbVFUPchrr8D,"Finer Things","Finer Things","Amaria",2024-09-19,235966,40,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,chill r&b","Fashionably Early Records LLC",0.732,0.263,1,-17.055,1,0.141,0.342,0.0000651,0.149,0.362,118.907,4
43h59Oj9bIoAEf0cY2EMx0,"LOVE ME","SAFE FLIGHT","Jaz Karis",2024-09-20,168720,42,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,uk contemporary r&b","MNRK Records LP",0.394,0.338,10,-10.746,0,0.283,0.778,0,0.109,0.185,71.307,4
6X70MJKhqu5SvjQ7IYLZdJ,"Fire","LOVE/HATE Pt. 2","Xenia Manasseh",2024-09-20,192631,41,dkim3530,2024-09-25T19:57:47Z,"afro r&b,kenyan pop,kenyan r&b","Manasseh Entertainment LLC",0.562,0.62,10,-5.305,0,0.185,0.0749,0.000185,0.202,0.333,86.992,5
7uOLj1Vo41c6NTYGeaCFlY,"Somebody","Somebody","TheARTI$t,Vontee the Singer",2024-09-20,220884,24,dkim3530,2024-09-25T19:57:47Z,"","No More Heroes, LLC/Santa Anna",0.525,0.565,0,-5.934,0,0.0927,0.0959,0,0.101,0.405,113.16,4
01U03Xx5AnOh1zOeY0vmtn,"All Comes Back (Feat. Charlotte Day Wilson)","7","Nelly Furtado,Charlotte Day Wilson",2024-09-20,194184,46,dkim3530,2024-09-25T19:57:47Z,"canadian latin,canadian pop,dance pop,pop,alternative r&b,canadian contemporary r&b,indie soul","Universal Music Canada",0.49,0.321,7,-8.913,1,0.0361,0.876,0.000115,0.0922,0.397,176.344,3
0PChgprS3mVj9QJXYwbSGK,"Difference Now (feat. Stacy Barthe & Runkus) - Acoustic Version","Difference Now (feat. Stacy Barthe & Runkus) - Acoustic Version","TAVE,Stacy Barthe,Runkus",2024-09-20,190285,19,dkim3530,2024-09-25T19:57:47Z,"pop soul,modern reggae","TAVE",0.642,0.46,11,-8.748,0,0.0524,0.268,0,0.111,0.407,82.014,4
3e8p14OhUmrHbugk5aSg8f,"Nothing Much","Nothing Much","The O'My's,Jamila Woods",2024-09-20,286215,33,dkim3530,2024-09-25T19:57:47Z,"afrofuturism,alternative r&b","HiyaSelf Recordings Unlimited",0.537,0.625,7,-8.039,1,0.0769,0.161,0.0157,0.108,0.3,127.795,4
1RtTCL8RRfxwEaVeXuej6a,"Doubt (Can You Come Back Some Other Time)","Doubt (Can You Come Back Some Other Time)","Eric Roberson",2024-09-17,207117,26,dkim3530,2024-09-25T19:57:47Z,"neo soul","B.L.U.E Erro Soul",0.558,0.306,5,-15.232,1,0.0548,0.239,0,0.0335,0.321,84.885,4
71ZF6Lyg6lmqy78h275YMv,"Weekend","Weekend","Braxton Cook,NNAVY",2024-09-20,167755,30,dkim3530,2024-09-25T19:57:47Z,"indie soul,neo r&b,uk contemporary jazz","Nettwerk Music Group",0.785,0.432,1,-6.031,1,0.0623,0.278,0.00128,0.151,0.795,98.024,4
70KlBBhGkQtuVICtZwt9zL,"MASHUP","GEMS IN THE CORNERSTORE II","JEMS!,Elujay,J.Robb,Chase Shakur",2024-09-20,160490,34,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,cali rap,indie r&b","drink sum wtr",0.472,0.608,11,-8.095,1,0.203,0.0525,0.00872,0.109,0.55,163.057,4
7Arg1uj0da6Q4F7V05F94L,"More Than Friends","More Than Friends","Ashton Travis,CHASE B",2024-09-19,186490,26,dkim3530,2024-09-25T19:57:47Z,"trap","Stomp Down",0.776,0.421,6,-8.45,0,0.0441,0.195,0,0.12,0.647,93.984,4
1861Y1Gv69hWiawup5Ik31,"SPLIT","SPLIT","Nobu Woods",2024-09-20,155076,35,dkim3530,2024-09-25T19:57:47Z,"","Warner Records",0.815,0.333,8,-11.401,1,0.342,0.475,0.0777,0.096,0.24,130.002,4
6XlHp6FmfmO8yRttQjZOw4,"SMOOTH","SMOOTH","Azekel",2024-09-19,139805,22,dkim3530,2024-09-25T19:57:47Z,"uk contemporary r&b","Thunderlightning Recordings",0.642,0.638,4,-11.185,0,0.0502,0.043,0.0111,0.109,0.153,103.001,4
3BzSUzPxT9rdZQS79STfSS,"Afterthought","Afterthought","Tash",2024-09-20,175528,34,dkim3530,2024-09-25T19:57:47Z,"","Hitmakers Entertainment LLC",0.776,0.504,11,-8.339,1,0.0728,0.00787,0.0169,0.13,0.633,104.012,4
2LUZQca9UB2zsTZLYgl6JT,"PRICE OF LOVE","PRICE OF LOVE","Bridge Music,Reggie Dartey",2024-09-20,160825,30,dkim3530,2024-09-25T19:57:47Z,"hindi worship","Minstrel Records",0.553,0.375,6,-6.997,0,0.12,0.557,0,0.15,0.546,144.949,3
2a0rr6LVmgGk6oY1sYQFau,"Give","Give","Genia",2024-09-20,136971,39,dkim3530,2024-09-25T19:57:47Z,"","Def Jam Recordings",0.858,0.729,10,-4.567,0,0.0361,0.0158,0.00427,0.0819,0.683,112.019,4
4LkFWE9BpmOomPN5Aq6hvp,"Step Bout Me","Step Bout Me","Allyn,Dom Belli",2024-09-20,146840,22,dkim3530,2024-09-25T19:57:47Z,"","All Wins Ent",0.525,0.551,8,-6.172,0,0.272,0.0683,0.00000654,0.0624,0.683,91.84,4
0FfcGohuyMuhE2cl82mnWz,"Changed Man","Five Years Later...","Calvin Richardson",2024-09-20,224000,24,dkim3530,2024-09-25T19:57:47Z,"contemporary r&b,neo soul","Music Matters Entertainment under Exclusive License to The SRG/ILS Group",0.566,0.541,8,-7.306,0,0.0436,0.413,0,0.309,0.395,105.909,4
1H2h8rGhvTlgE7qhDAIysQ,"honest - demo","honest - demo","Carter Ace",2024-09-17,93750,30,dkim3530,2024-09-25T19:57:47Z,"indie r&b","Carter Ace",0.57,0.297,7,-15.203,1,0.0441,0.337,0.000515,0.165,0.38,95.912,3
1ALggh912tizrjndhRLY63,"Still The Same","Still The Same","Victor Ray",2024-09-17,194928,51,dkim3530,2024-09-25T19:57:47Z,"","Decca (UMO)",0.637,0.636,1,-5.838,0,0.0699,0.168,0,0.178,0.466,74.976,4
66iPYsczgPvysER7d8aQdn,"A Million Ways","A Million Ways","Santino Le Saint",2024-09-20,184901,39,dkim3530,2024-09-25T19:57:47Z,"dark r&b,trap soul,uk contemporary r&b","Cloud X / EMPIRE",0.57,0.756,1,-8.028,0,0.063,0.561,0.00171,0.262,0.525,134.907,4
7fIHFXaxaFZ9TLxdZeYIRD,"birds, bees","Pointy Heights","Fousheé",2024-09-13,175746,45,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,indie r&b","Trackmasters Entertainment/RCA Records",0.751,0.583,8,-6.868,0,0.0323,0.196,0.191,0.359,0.89,113.089,4
5ZY1qGibLsa2xZm0XUe36g,"FAR FETCHED (feat. Ty Dolla $ign)","FAR FETCHED (feat. Ty Dolla $ign)","Leon Thomas,Ty Dolla $ign",2024-09-13,247580,56,dkim3530,2024-09-25T19:57:47Z,"indie r&b,hip hop,pop rap,r&b,southern hip hop,trap,trap soul","EZMNY Records/Motown Records",0.347,0.8,8,-6.269,0,0.38,0.319,0.000039,0.11,0.174,162.954,4
7rqR6MqQX8x2eDlAmleCRl,"Waiting on the Right Time","Waiting on the Right Time","Thee Sacred Souls",2024-09-10,219786,55,dkim3530,2024-09-25T19:57:47Z,"latinx alternative,souldies","Daptone Records",0.551,0.566,4,-8.303,1,0.0421,0.177,0.0000245,0.124,0.722,137.521,4
6uL7XqegqsvKYRPUeRCPAR,"Forever (feat. T-Pain)","No Restrictions","Jordin Sparks,T-Pain",2024-09-13,170732,46,dkim3530,2024-09-25T19:57:47Z,"dance pop,pop,post-teen pop,urban contemporary,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap","Legacy Music",0.567,0.643,2,-6.86,0,0.145,0.0684,0,0.118,0.515,101.658,4
2Sv6CK2NjQR1zaieWkO6cq,"Bring It Back","Bring It Back","Full Crate,Kenyon Dixon",2024-09-12,193846,46,dkim3530,2024-09-25T19:57:47Z,"armenian hip hop,dutch r&b,indie r&b,indie soul","85 Oceans",0.845,0.656,6,-8.343,0,0.0634,0.137,0.0611,0.114,0.364,104.007,4
1Ilmqzog50GYbstZ8ZjYbr,"mind now (with Skilla Baby)","mind now (with Skilla Baby)","N3WYRKLA,Skilla Baby",2024-09-13,190072,42,dkim3530,2024-09-25T19:57:47Z,"detroit hip hop","MDWOG Entertainment / COLTURE, Distributed by Venice Music",0.605,0.717,2,-4.736,1,0.132,0.00177,0.00182,0.169,0.446,100.951,4
7lMYOIoIM5c3E5t8tndUcv,"Bad News","Inside Voice(s): Side A","Bathe",2024-09-13,127493,44,dkim3530,2024-09-25T19:57:47Z,"experimental r&b,indie r&b","MNRK Records LP",0.751,0.357,2,-11.041,1,0.0364,0.776,0.0000154,0.0936,0.651,115.355,4
4SUFYzuSOqqVIwZJrkGD1W,"Read the Room","Nintindo Soul","Terrace Martin,Cautious Clay",2024-09-13,174666,50,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,indie soul,indie r&b,nyc pop","Lowly",0.667,0.461,8,-17.835,1,0.157,0.22,0.000429,0.17,0.21,179.945,4
1SYAIGgec3CYyBVEx54yPV,"Had Enough","Had Enough","Duckwrth",2024-09-13,213644,51,dkim3530,2024-09-25T19:57:47Z,"alternative r&b","Hornstar/The Blind Youth",0.795,0.306,6,-12.663,0,0.0821,0.0165,0.00179,0.108,0.915,110.989,4
53ZSD18jfaGFqSnj4FL8Lq,"Oakland Pt. 2","Oakland Pt. 2","Karri",2024-09-10,156333,53,dkim3530,2024-09-25T19:57:47Z,"bedroom r&b","PFL/Geffen Records",0.406,0.326,0,-12.303,1,0.207,0.597,0.00265,0.106,0.243,172.561,4
2PQYnziyuyOhMKc8hISt11,"pussy suicide","pussy suicide","Dua Saleh",2024-09-12,186848,43,dkim3530,2024-09-25T19:57:47Z,"alternative r&b,minnesota hip hop,sudanese pop","Ghostly International",0.472,0.359,9,-8.266,0,0.0927,0.275,0.00000233,0.11,0.367,132.059,4
6y16kkreqMbCVHf8ahb25m,"Keep the Peace","Keep the Peace","Dee Gatti",2024-09-13,145723,35,dkim3530,2024-09-25T19:57:47Z,"indie r&b","Independent",0.672,0.393,1,-9.482,1,0.288,0.581,0.00000103,0.146,0.383,179.798,3
5PeH63iIPRhJ8PH1NYU7VP,"Fold","Fold","JON VINYL",2024-09-10,157606,46,dkim3530,2024-09-25T19:57:47Z,"canadian contemporary r&b","Vinyl Recordings, Inc.",0.674,0.559,0,-8.321,1,0.139,0.657,0.000186,0.192,0.464,102.089,4
1y3HGNaOH1LO58wULj9xnr,"Moonlight - Acoustic","Jupiter & Stone Between","Forest Claudette",2024-09-13,172564,26,dkim3530,2024-09-25T19:57:47Z,"","Warner Records",0.807,0.466,4,-7.005,1,0.0428,0.161,0.00000207,0.11,0.627,116.962,4
7q9gJns0is7XYIH3MSSud6,"Kemets got the blue","Pivot//","Lou Val",2024-09-13,154055,43,dkim3530,2024-09-25T19:57:47Z,"canadian contemporary r&b,trap soul","DRKLY",0.56,0.506,9,-10.39,0,0.189,0.297,0.789,0.107,0.63,195.293,4
4XRR2nNTU9UWBTBOdmnmyT,"Autumn","Autumn","Phora",2024-09-13,188066,43,dkim3530,2024-09-25T19:57:47Z,"deep underground hip hop,oc rap","Phora LLC",0.514,0.361,3,-11.896,0,0.0741,0.874,0,0.104,0.677,113.869,4
6FjK9PyElrJc41nhsboIpZ,"Nothing Like Your Lips","Nothing Like Your Lips","Yoko Gold",2024-09-13,208751,38,dkim3530,2024-09-25T19:57:47Z,"","Yoko Gold",0.749,0.452,1,-7.804,1,0.033,0.369,0.00000369,0.0763,0.705,86.482,4
