Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2mzJR8lnV8NPpiLBSTWR3l,"6nxWCVXbOlEVRexSbLsTer","Heater","Skin Companion EP I","Flume",2016-11-25,245268,2,spotify:user:aryana.oneill,2022-06-13T14:25:17Z,"australian dance,australian electropop,australian indie,downtempo,edm,indietronica",0.551,0.652,9,-8.771,0,0.144,0.144,0.000277,0.403,0.558,96.062,4
7hYW4hKuPkfaLbzTpg9hQB,"29MTNlaVntQaQiDyj8KGwx","Bayside - Radio Edit","Bayside","Obskür",2020-11-09,197419,69,spotify:user:aryana.oneill,2022-06-16T17:21:28Z,"irish electronic,rally house",0.688,0.903,1,-3.598,1,0.34,0.0281,0.00000212,0.0855,0.711,123.292,4
69gQgkobVW8bWjoCjBYQUd,"61lyPtntblHJvA7FMMhi7E,4Q6nIcaBED8qUel8bBx6Cr","I Got U","EP1","Duke Dumont,Jax Jones",2014-01-01,285596,60,spotify:user:aryana.oneill,2022-06-16T17:55:54Z,"edm,house,pop dance,progressive house,uk dance,dance pop,uk pop",0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,4
7bQAm3AcTIDX3ImcZQwV7s,"6XwwFnewNgWp81MYMK8zLq,34dZRjYum6vVBGslgYaBtB,6PozOimyS8a9OxMddMSBCf","Stereo Love - Molella Remix Radio Edit","Stereo Love","Edward Maya,Vika Jigulina,Molella",2010-02-02,171253,0,spotify:user:aryana.oneill,2022-06-17T19:31:43Z,"romanian house,romanian pop,moldovan pop,italo dance",0.7,0.759,1,-5.145,0,0.0445,0.198,0.00000659,0.113,0.426,127.058,4
6YUTL4dYpB9xZO5qExPf05,"7CajNmpbOovFoOoasH2HaY","Summer","Motion","Calvin Harris",2014-10-31,222533,85,spotify:user:aryana.oneill,2022-06-18T18:48:52Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance",0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
6ouTGbETM7ZdID1eMXZJde,"0fA0VVWsXO9YnASrzqfmYu,3o1cwVQfiDWafhYA02k13C","Day 'N' Nite - Crookers Remix","Day 'N' Nite (Crookers Remix)","Kid Cudi,Crookers",2009-01-01,281080,55,spotify:user:aryana.oneill,2022-06-18T18:49:29Z,"hip hop,ohio hip hop,pop rap,rap,fidget house",0.751,0.641,11,-6.967,0,0.0461,0.0299,0.0626,0.0557,0.965,129.993,4
0vBpyfpW2lARGh3AZFtWRi,"3TNt4aUIxgfy9aoaft5Jj2,3TaUSUXn41GixL7zbvrIDt","Heads Will Roll - A-Trak Remix Radio Edit","Heads Will Roll","Yeah Yeah Yeahs,A-Trak",2009,203920,59,spotify:user:aryana.oneill,2022-06-18T18:49:37Z,"alternative dance,alternative rock,art pop,dance-punk,garage rock,indie rock,modern rock,neo-synthpop,new rave,canadian electronic,edm,electro house,electronic trap,fidget house,house,turntablism",0.68,0.805,8,-3.232,0,0.0801,0.0134,0.0558,0.237,0.865,132.005,4
5PX4uS1LqlWEPL69phPVQQ,"0fA0VVWsXO9YnASrzqfmYu,0SwO7SWeDHJijQ3XNS7xEE,57dN52uHvrHOxijzpIgu3E,77AiFEVeAVj2ORpC85QVJs","Pursuit Of Happiness - Extended Steve Aoki Remix","Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)]","Kid Cudi,MGMT,Ratatat,Steve Aoki",2012-01-01,373626,71,spotify:user:aryana.oneill,2022-06-18T18:49:43Z,"hip hop,ohio hip hop,pop rap,rap,alternative rock,indie rock,indietronica,modern rock,rock,brooklyn indie,edm,electro house,pop dance",0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,4
21RzyxY3EFaxVy6K4RqaU9,"6t1gpxYbY8OlLA7D2RiikQ,5uEeqYFuIChoWKy34jp8xE","Body","Body","Loud Luxury,Brando",2017-10-27,163216,78,spotify:user:aryana.oneill,2022-06-18T18:49:54Z,"edm,pop dance,uk dance,dance pop",0.752,0.764,1,-4.399,1,0.038,0.0476,0.0000944,0.0543,0.582,121.958,4
6PUIzlqotEmPuBfjbwYWOB,"00FQb4jTyendYWaN8pK0wa,4Wjf8diP59VmPG7fi4y724","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix)","Lana Del Rey,Cedric Gervais",2013-02-01,214912,74,spotify:user:aryana.oneill,2022-06-18T18:50:00Z,"art pop,pop,dutch house,edm,electro house,pop dance,progressive electro house",0.572,0.81,1,-5.791,0,0.0558,0.0157,0.00000653,0.13,0.11,126.052,4
1pJCc8ItTbsSLNzQvpVwEL,"1bj5GrcLom5gZFF5t949Xl,6M7RdR9ZP52h2mfNLmiHtU","Intoxicated","Intoxicated (Original Mix)","Martin Solveig,Good Times Ahead",2015-10-02,257279,46,spotify:user:aryana.oneill,2022-06-18T18:50:20Z,"disco house,edm,electro house,filter house,house,pop dance,vocal house,brostep,electronic trap",0.804,0.876,0,-3.721,1,0.0611,0.00178,0.14,0.383,0.597,124.986,4
3aIhJDHxr1kgTSnutJxPTH,"4sTQVOfp9vEMCemLw50sbu","Peanut Butter Jelly","Pharmacy","Galantis",2015-06-05,203133,64,spotify:user:aryana.oneill,2022-06-18T18:50:30Z,"dance pop,edm,pop,pop dance,progressive electro house",0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,4
0gb1J5UrTpzaU1s3nupgCd,"4sTQVOfp9vEMCemLw50sbu","No Money","No Money","Galantis",2016-04-01,189126,65,spotify:user:aryana.oneill,2022-06-18T18:50:42Z,"dance pop,edm,pop,pop dance,progressive electro house",0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,4
46lFttIf5hnUZMGvjK0Wxo,"4sTQVOfp9vEMCemLw50sbu","Runaway (U & I)","Pharmacy","Galantis",2015-06-05,227073,75,spotify:user:aryana.oneill,2022-06-18T19:03:24Z,"dance pop,edm,pop,pop dance,progressive electro house",0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4
4nlvKIIetOWGIMyhjQXgOZ,"6nxWCVXbOlEVRexSbLsTer,6O4EGCCb6DoIiR6B1QCQgp","The Difference","The Difference","Flume,Toro y Moi",2020-03-11,139662,22,spotify:user:aryana.oneill,2022-07-07T17:39:29Z,"australian dance,australian electropop,australian indie,downtempo,edm,indietronica,chillwave,hypnagogic pop,indie soul",0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96,4
5otdjL2CJnNLbY3WqHJzMD,"6Ult8lRnG7Dh7KZtVlpAJX","Shake It","Shake It","INNDRIVE",2020-02-14,167619,0,spotify:user:aryana.oneill,2022-07-23T01:39:26Z,"",0.725,0.988,7,-5.201,1,0.0729,0.000697,0.844,0.334,0.333,126.036,4
2YClnImtfH8LyQAoWxgg1t,"4D6frglSGSAHoK7W5rp92j","Love VIP","Love VIP / Touchdown VIP","Subsonic",2020-04-10,232500,0,spotify:user:aryana.oneill,2022-08-01T04:35:14Z,"uk dnb",0.851,0.923,2,-0.027,1,0.369,0.0133,0.00123,0.2,0.464,128.069,4
213yG5o4EISfGoceayLo6u,"4Ws2otunReOa6BbwxxpCt6,1jQDgp9Fak4WYVZedWLF4G","Satisfaction","Hypnotica","Benny Benassi,The Biz",2004-08-10,285413,1,spotify:user:aryana.oneill,2022-08-01T04:35:19Z,"dutch house,edm,electro house,pop dance",0.802,0.721,11,-3.385,1,0.102,0.172,0.104,0.0779,0.356,129.98,4
3NrMppEmrfhrz9OXaUejp7,"3VVLqeEqQQqTgT8YhfY9Z6","Control","The Last Dance","Emmit Fenn",2019-03-28,170004,1,spotify:user:aryana.oneill,2022-08-01T04:35:31Z,"chill house,vapor soul",0.86,0.363,11,-9.306,0,0.0755,0.178,0.00109,0.101,0.244,120.033,4
4v7kKFlEDmpVToHOICsXaM,"1uRVM0wBdtyEuU582EeKJM","Hooked","Hooked","NOTION",2019-11-01,206250,60,spotify:user:aryana.oneill,2022-08-02T22:18:13Z,"bass house,bassline,old school bassline",0.783,0.789,6,-3.899,0,0.0797,0.135,0.33,0.213,0.853,128.019,4
51bwChuoablcgmmSjvwe8Y,"43BxCL6t4c73BQnIJtry5v,47NAtOqGZrJ5PHt0a0sZlP,20BQJA9TcJiWM3AWbMY7wl,4EV6hgVc6KD0SFOIJJLFki","I Was Lovin' You (feat. Dots Per Inch & Ayak) - TS7 Remix","I Was Lovin' You (feat. Dots Per Inch & Ayak) [Remixes]","James Hype,Ayak,Dots Per Inch,TS7",2019-08-16,244283,49,spotify:user:aryana.oneill,2022-08-05T22:36:55Z,"deep groove house,house,pop dance,uk dance,bass house,bassline,old school bassline",0.738,0.906,7,-5.289,0,0.115,0.00746,0.0295,0.162,0.697,131.027,4
30Ek6vDZ77PWTQS9HiV3xB,"6EqFMCnVGBRNmwPlk2f3Uc,7tm9Tuc70geXOOyKhtZHIj,7zm3aSdmGiOkTt0aZFSO8R","Fly Kicks - Wax Motif Remix","Night Bass Remixed Vol. 1","AC Slater,Chris Lorenzo,Wax Motif",2017-07-07,278400,0,spotify:user:aryana.oneill,2022-08-05T22:41:13Z,"bass house,brostep,electro house,fidget house,house,tech house",0.897,0.692,11,-4.985,0,0.0492,0.0187,0.728,0.0603,0.607,125.024,4
5PfZppEsPTfnwSD9tSxyoE,"1b4hTx0gHm3uA0AkZ3GdtY,7m4eEvYt7sI4ZSyKHBrv9K,205i7E8fNVfojowcQSfK9m","Hot Mess - Dom Dolla Remix","Hot Mess","Benson,Lex Famous,Dom Dolla",2014-08-22,297485,32,spotify:user:aryana.oneill,2022-08-19T17:15:19Z,"aussietronica,australian house,deep groove house,house",0.803,0.712,7,-5.819,0,0.104,0.0477,0.0000771,0.1,0.467,123.959,4
5GCdBZ6QzW3lWbMJEwYx6k,"5ZkQIAd7G8oy50TV9lO24P,4JPfOqXKKC4wKOBd1Qxs9n","Some People Say - Radio Edit","Some People Say","Semedo,Curtis Gabriel",2016-03-04,177432,52,spotify:user:aryana.oneill,2022-08-21T02:26:04Z,"deep groove house",0.873,0.797,0,-5.488,1,0.085,0.00829,0.00108,0.398,0.557,120.013,4
5cz0T1Q8AmpY18TDLAe2ja,"1KpCi9BOfviCVhmpI4G2sY,2hlmm7s2ICUX0LVIhVFlZQ","Praise","Year Zero","Tchami,Gunna",2020-10-23,210000,1,spotify:user:aryana.oneill,2022-08-21T02:26:27Z,"bass house,brostep,deep groove house,edm,electro house,future house,house,pop dance,progressive house,atl hip hop,melodic rap,rap,trap",0.737,0.681,10,-10.063,0,0.0536,0.0401,0.0011,0.31,0.799,124.023,4
1Ks2UH3WvpohH9q8b03NM7,"7zm3aSdmGiOkTt0aZFSO8R,4QWmN97HRZya55JvxN3I5a,3JmGsgVoGUN1Ro1jLfi7k1","Skank N Flex (with Scrufizzer)","House of Wax","Wax Motif,Taiki Nulight,Scrufizzer",2022-02-18,200742,42,spotify:user:aryana.oneill,2022-08-21T02:26:54Z,"bass house,electro house,tech house,bassline,doujin,grime",0.969,0.87,9,-4.805,1,0.123,0.00416,0.00593,0.0789,0.567,130.054,4
2egKQvoHiCJyHXn8lRlsrl,"5fMUXHkw8R8eOP2RNVYEZX,1D9XQXqh4YQfJwX7hyLWwr","Be Right There","Be Right There","Diplo,Sleepy Tom",2015-08-28,237051,53,spotify:user:aryana.oneill,2022-08-22T14:08:30Z,"dance pop,edm,electro house,moombahton,pop dance,canadian electronic,pop edm",0.695,0.797,7,-5.199,1,0.0548,0.00259,0.112,0.664,0.297,124.972,4
6j4j6iRR0Ema531o5Yxr2T,"31Eea8xaK1xAMyJy2iWE0z,2izgj6WOKJsuCRCQUKOoVO","Memories","Memories","Eden Prince,Nonô",2020-06-26,149395,62,spotify:user:aryana.oneill,2022-08-23T01:56:10Z,"dance pop,uk dance",0.909,0.651,11,-5.672,0,0.105,0.161,0.0437,0.0923,0.895,124.026,4
22mek4IiqubGD9ctzxc69s,"7CajNmpbOovFoOoasH2HaY,5EehXjjMktLuJmbRsM7YfB","How Deep Is Your Love","How Deep Is Your Love","Calvin Harris,Disciples",2015-07-17,212640,82,spotify:user:aryana.oneill,2022-08-23T02:40:40Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance",0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4
39JofJHEtg8I4fSyo7Imft,"4XC335ouK6pXyq4QiIb8bP,6uJ51uV5rYzu1MJkC4CceI","B.O.T.A. (Baddest Of Them All) - Edit","B.O.T.A. (Baddest Of Them All)","Eliza Rose,Interplanetary Criminal",2022-08-12,226626,74,spotify:user:aryana.oneill,2022-09-05T21:27:36Z,"house,breaks,experimental house",0.733,0.921,0,-7.077,1,0.0446,0.161,0.662,0.122,0.729,136.996,4
6GomT970rCOkKAyyrwJeZi,"37czgDRfGMvgRiUKHvnnhj,0aOIluXr131XqrXFwFCFGT","Move Your Body","Move Your Body","Öwnboss,Sevek",2021-10-29,157444,75,spotify:user:aryana.oneill,2022-09-17T20:34:27Z,"brazilian edm",0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,4
0oiv4E896TUTTeQU0cmIui,"3TVXtAsR1Inumwj472S9r4","Massive","Honestly, Nevermind","Drake",2022-06-16,336924,63,spotify:user:aryana.oneill,2022-09-17T20:34:40Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,3
4XXfQ8fBHMIgcygY4hV6RC,"2RqrWplViWHSGLzlhmDcbt","Raingurl","EP2","Yaeji",2017-11-03,237231,59,spotify:user:aryana.oneill,2022-09-22T01:40:00Z,"alternative r&b,art pop,escape room,experimental house",0.929,0.573,6,-6.934,0,0.0511,0.0173,0.00347,0.122,0.305,128.037,4
